Code_Article,Libelle_Article,Rayon,Famille,Sous famille,Categorie,Sous_Categorie,Prix,combined,similar_product_in_dataset2,Prix_Produit_dataset2,Description_Produit_dataset2,similar_product_in_dataset3,Prix_Produit_dataset3,Prix_Produit_Avant_Promos_dataset3,Description_Produit_dataset3
662140437,B.GAZ ORANGINA ZERO PET 0.4 L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320111 - BOISSONS AUX FRUITS GAZEUSES,11732011199 - AUTRES,1173201119959 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1380,nom_produit : b.gaz orangina zero pet 0.4 l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320111 - boissons aux fruits gazeuses,,,,,,,
662140457,B.GAZ ORANGINA ZERO PET 0.8 L,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320111 - BOISSONS AUX FRUITS GAZEUSES,11732011199 - AUTRES,1173201119959 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,2290,nom_produit : b.gaz orangina zero pet 0.8 l description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320111 - boissons aux fruits gazeuses,,,,,,,
662080437,B.G CIDRE PUNCH PET 30 CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320111 - BOISSONS AUX FRUITS GAZEUSES,11732011199 - AUTRES,1173201119962 - BOITE METAL,1140,nom_produit : b.g cidre punch pet 300.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320111 - boissons aux fruits gazeuses,PUNCH cidre,1 dt 170,La bouteille de 30cl,,,,
662080447,B.G POMME PUNCH PET 30 CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320111 - BOISSONS AUX FRUITS GAZEUSES,11732011199 - AUTRES,1173201119962 - BOITE METAL,1140,nom_produit : b.g pomme punch pet 300.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320111 - boissons aux fruits gazeuses,PUNCH cidre,1 dt 170,La bouteille de 30cl,,,,
662080457,B.G ORANGE PUNCH PET 30 CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320111 - BOISSONS AUX FRUITS GAZEUSES,11732011199 - AUTRES,1173201119962 - BOITE METAL,1140,nom_produit : b.g orange punch pet 300.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320111 - boissons aux fruits gazeuses,PUNCH à la pulpe d'orange,1 dt 350,La bouteille de 30cl,,,,
662140357,B.Gaz Ananas PUNCH PET 30CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320111 - BOISSONS AUX FRUITS GAZEUSES,11732011199 - AUTRES,1173201119962 - BOITE METAL,1250,nom_produit : b.gaz ananas punch pet 300.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320111 - boissons aux fruits gazeuses,PUNCH ananas,1 dt 170,La bouteille de 30cl,,,,
662640027,B.Energetique SHARK Bte 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,4490,nom_produit : b.energetique shark bte 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,Boisson énergétique,5 dt 330,La canette de 25cl,,,,
662640037,B.Energetique LINX Bte 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,3150,nom_produit : b.energetique linx bte 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,,,,Boisson non alcoolisée à base de malt Citron Celestia,1.590 TND,none, 25cl
662640098,B.Energetique REDBULL bte 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,4990,nom_produit : b.energetique redbull bte 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,Boisson énergétique,6 dt 400,La canette de 25cl,,,,
662640118,B Energetique SHARK Stimulation Bte 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,5550,nom_produit : b energetique shark stimulation bte 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,Boisson énergétique,5 dt 330,La canette de 25cl,,,,
662640128,B.Energetique classic HELL  Bte 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,3890,nom_produit : b.energetique classic hell  bte 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,,,,Boisson non alcoolisée à base de malt Citron Celestia,1.590 TND,none, 25cl
662640138,B.Energetique raisin rouge HELL  Bte 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,3890,nom_produit : b.energetique raisin rouge hell  bte 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,Boisson énergétique,6 dt 400,La canette de 25cl,,,,
662640148,B.Energetique pomme HELL  Bte 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,3890,nom_produit : b.energetique pomme hell  bte 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,Boisson au jus de pomme,1 dt 700,La bouteille de 250ml,,,,
662640348,B.Energetique POWER HORSE 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,3740,nom_produit : b.energetique power horse 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,Boisson énergétique,5 dt 090,La canette de 25cl,,,,
662640358,B.Energetique SUGAR FREE POWER HORSE 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,5140,nom_produit : b.energetique sugar free power horse 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,Boisson énergétique,5 dt 090,La canette de 25cl,,,,
662640368,B.Energetique Grenadine POWER HORSE 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,5340,nom_produit : b.energetique grenadine power horse 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,Boisson énergétique,5 dt 090,La canette de 25cl,,,,
663201798,Boisson Ice tea Didi bergamotte bte 250ml,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320119 - BOISSONS A BASE DE THE,11732011903 - PLATES,1173201190362 - BOITE METAL,2390,nom_produit : boisson ice tea didi bergamotte bte 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320119 - boissons a base de the,,,,Boisson non alcoolisée à base de malt Citron Celestia,1.590 TND,none, 25cl
663201808,Boisson Ice tea Didi citron bte 250ml,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320119 - BOISSONS A BASE DE THE,11732011903 - PLATES,1173201190362 - BOITE METAL,2390,nom_produit : boisson ice tea didi citron bte 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320119 - boissons a base de the,,,,Boisson non alcoolisée à base de malt Citron Celestia,1.590 TND,none, 25cl
663201818,Boisson Ice tea Didi p\00EAche bte 250ml,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320119 - BOISSONS A BASE DE THE,11732011903 - PLATES,1173201190362 - BOITE METAL,3390,nom_produit : boisson ice tea didi p\00eache bte 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320119 - boissons a base de the,,,,Boisson non alcoolisée à base de malt Citron Celestia,1.590 TND,none, 25cl
663283647,Jus 100  raisin Natura Blle 75CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320201 - PUR JUS DE FRUITS,11732020107 - RAISIN,1173202010757 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,8750,nom_produit : jus 100  raisin natura blle 750.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320201 - pur jus de fruits,Jus de raisin 100% naturel,8 dt 590,La bouteille de 75cl,,,,
663283717,Jus 100 Grenade et Fleur Oranger Natura Blle 75CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320201 - PUR JUS DE FRUITS,11732020107 - RAISIN,1173202010757 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,8930,nom_produit : jus 100 grenade et fleur oranger natura blle 750.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320201 - pur jus de fruits,Jus de grenade 100% naturel,9 dt 190,La bouteille de 75cl,,,,
663283727,Jus 100 Grenade Natura Blle 75CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320201 - PUR JUS DE FRUITS,11732020107 - RAISIN,1173202010757 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,9190,nom_produit : jus 100 grenade natura blle 750.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320201 - pur jus de fruits,Jus de grenade 100% naturel,9 dt 190,La bouteille de 75cl,,,,
663283597,Jus 100  Naturel Pomme  Natura Blle 75CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320201 - PUR JUS DE FRUITS,11732020109 - POMME,1173202010957 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,8750,nom_produit : jus 100  naturel pomme  natura blle 750.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320201 - pur jus de fruits,Jus de pommes 100% naturel,8 dt 590,La bouteille de 75cl,,,,
663283627,Jus 100 Prune Natura Blle 75CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320201 - PUR JUS DE FRUITS,11732020109 - POMME,1173202010957 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,8930,nom_produit : jus 100 prune natura blle 750.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320201 - pur jus de fruits,Jus de prunes 100% naturel,8 dt 590,La bouteille de 75cl,,,,
663201458,Jus 100 Naturel Raisin Noir Natura Blle 75CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320201 - PUR JUS DE FRUITS,11732020199 - AUTRES,1173202019936 - AUTRES,9190,nom_produit : jus 100 naturel raisin noir natura blle 750.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320201 - pur jus de fruits,Jus de raisin 100% naturel,8 dt 590,La bouteille de 75cl,,,,
663201708,Jus 100 Naturel Peche Natura Blle 25CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320201 - PUR JUS DE FRUITS,11732020199 - AUTRES,1173202019936 - AUTRES,3520,nom_produit : jus 100 naturel peche natura blle 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320201 - pur jus de fruits,,,,,,,
663201718,Jus 100 Naturel Raisin Natura Blle 25CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320201 - PUR JUS DE FRUITS,11732020199 - AUTRES,1173202019936 - AUTRES,3520,nom_produit : jus 100 naturel raisin natura blle 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320201 - pur jus de fruits,,,,,,,
663201748,Jus 100 Naturel Raisin Rouge Natura Blle 75CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320201 - PUR JUS DE FRUITS,11732020199 - AUTRES,1173202019936 - AUTRES,9190,nom_produit : jus 100 naturel raisin rouge natura blle 750.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320201 - pur jus de fruits,Jus de raisin 100% naturel,8 dt 590,La bouteille de 75cl,,,,
662500028,B.instantane Citron FRUITO St 30Gr,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320202 - BOISSON  INSTANTANEE,11732020201 - CITRON,1173202020101 - < 50 GR,820,nom_produit : b.instantane citron fruito st 30gr description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320202 - boisson  instantanee,,,,,,,
662580028,B.instantane citron SANGO st30gr,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320202 - BOISSON  INSTANTANEE,11732020201 - CITRON,1173202020101 - < 50 GR,800,nom_produit : b.instantane citron sango st30gr description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320202 - boisson  instantanee,,,,,,,
662500038,B.instantan Mangue FRUITO Sh 30Gr,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320202 - BOISSON  INSTANTANEE,11732020202 - MANGUE,1173202020201 - < 50 GR,820,nom_produit : b.instantan mangue fruito sh 30gr description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320202 - boisson  instantanee,,,,,,,
662500288,B.instantane Cocktail FRUITO Sh 30Gr,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320202 - BOISSON  INSTANTANEE,11732020203 - COCKTAIL,1173202020301 - < 50 GR,840,nom_produit : b.instantane cocktail fruito sh 30gr description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320202 - boisson  instantanee,,,,,,,
662500018,B.instantane Orange FRUITO Sh 30Gr,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320202 - BOISSON  INSTANTANEE,11732020205 - ORANGE,1173202020501 - < 50 GR,840,nom_produit : b.instantane orange fruito sh 30gr description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320202 - boisson  instantanee,,,,,,,
662580038,B.instantane orange SANGO st30gr,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320202 - BOISSON  INSTANTANEE,11732020205 - ORANGE,1173202020501 - < 50 GR,970,nom_produit : b.instantane orange sango st30gr description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320202 - boisson  instantanee,,,,,,,
662580048,B.instantane tropical SANGO st30gr,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320202 - BOISSON  INSTANTANEE,11732020206 - AUTRES,1173202020601 - < 50 GR,1000,nom_produit : b.instantane tropical sango st30gr description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320202 - boisson  instantanee,,,,,,,
662500128,B.instantane Ananas FRUITO Sh 30Gr,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320202 - BOISSON  INSTANTANEE,11732020208 - ANANAS,1173202020801 - < 50 GR,800,nom_produit : b.instantane ananas fruito sh 30gr description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320202 - boisson  instantanee,,,,,,,
662580018,B.instantane ananas SANGO st30gr,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320202 - BOISSON  INSTANTANEE,11732020208 - ANANAS,1173202020801 - < 50 GR,1000,nom_produit : b.instantane ananas sango st30gr description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320202 - boisson  instantanee,,,,,,,
662500108,B.instantane Fraise FRUITO Sh 30Gr,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320202 - BOISSON  INSTANTANEE,11732020209 - FRAISE,1173202020901 - < 50 GR,840,nom_produit : b.instantane fraise fruito sh 30gr description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320202 - boisson  instantanee,,,,,,,
662580078,B.instantane fraise SANGO st30gr,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320202 - BOISSON  INSTANTANEE,11732020209 - FRAISE,1173202020901 - < 50 GR,970,nom_produit : b.instantane fraise sango st30gr description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320202 - boisson  instantanee,,,,,,,
662500158,B.instantane Peche FRUITO Sh 30Gr,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320202 - BOISSON  INSTANTANEE,11732020210 - PECHE,1173202021001 - < 50 GR,560,nom_produit : b.instantane peche fruito sh 30gr description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320202 - boisson  instantanee,,,,,,,
662580058,B.instantane peche SANGO st30gr,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320202 - BOISSON  INSTANTANEE,11732020210 - PECHE,1173202021001 - < 50 GR,800,nom_produit : b.instantane peche sango st30gr description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320202 - boisson  instantanee,,,,,,,
663201638,B.au jus tropical LA FRUITIERE Blle 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030157 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,2190,nom_produit : b.au jus tropical la fruitiere blle 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus d'ananas,3 dt 100,La bouteille de 250ml,,,,
663201648,B.au jus Orange LA FRUITIERE Blle 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030157 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,3100,nom_produit : b.au jus orange la fruitiere blle 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus orange,3 dt 100,La bouteille de 250ml,,,,
663201658,B.au jus Peche LA FRUITIERE Blle 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030157 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,3110,nom_produit : b.au jus peche la fruitiere blle 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus d'ananas,3 dt 100,La bouteille de 250ml,,,,
663201668,B.au jus menthe citron LA FRUITIERE Blle 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030157 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,2190,nom_produit : b.au jus menthe citron la fruitiere blle 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus menthe citron,2 dt 720,La bouteille de 250ml,,,,
663201678,Nectar pomme  La Fruitiere Blle 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030157 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,3110,nom_produit : nectar pomme  la fruitiere blle 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,Boisson au jus Orange La Fruitière,3.170 TND,none, 250ml
663201688,B.au jus Ananans LA FRUITIERE Blle 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030157 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,3490,nom_produit : b.au jus ananans la fruitiere blle 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus d'ananas,3 dt 100,La bouteille de 250ml,,,,
663283057,B.Au Jus Orange ENERGY STIL Pet 25CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030158 - BOUTEILLE PLASTIQUE INFERIEUR A 100 CL,1290,nom_produit : b.au jus orange energy stil pet 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus orange,3 dt 100,La bouteille de 250ml,,,,
663283087,B.Au Jus Orange STIL Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030159 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,3290,nom_produit : b.au jus orange stil pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663283127,B.Au Jus Orange STIL Pet 2L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030159 - BOUTEILLE PLASTIQUE SUPERIEUR OU = 100CL,4990,nom_produit : b.au jus orange stil pet 2l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663201657,B.Au Jus Ananas DELICE Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030160 - BRIK,2870,nom_produit : b.au jus ananas delice pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663280977,B.Au Jus Orange Banane OH Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030160 - BRIK,3570,nom_produit : b.au jus orange banane oh pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663281617,B.Au Jus Orange DIVA Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030160 - BRIK,3420,nom_produit : b.au jus orange diva pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663283147,B.Au Jus Orange DELICE Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030160 - BRIK,3120,nom_produit : b.au jus orange delice pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663283247,B.Au Jus limonada DELICE Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030160 - BRIK,2870,nom_produit : b.au jus limonada delice pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663283787,B.Au Jus Raisin DELICE Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030160 - BRIK,2870,nom_produit : b.au jus raisin delice pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663280237,B.Au Jus Orange PTIT DELICE 3x125ML,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030161 - BRIKETTE,1500,nom_produit : b.au jus orange ptit delice 3x125ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,,,,
663282777,B.Au Jus Orange DELICE Pqt 20CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030161 - BRIKETTE,870,nom_produit : b.au jus orange delice pqt 200.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus d'orange,0 dt 880,La brique de 20cl,,,,
663282887,B.Au Jus Orange STIL Pqt 20CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030161 - BRIKETTE,1040,nom_produit : b.au jus orange stil pqt 200.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus d'orange,0 dt 880,La brique de 20cl,,,,
