Code_Article,Nom_Produit,Description_Produit,Categorie 1,Categorie 2,Categorie,Sous_Categorie,combined,similar_product_in_dataset2,Prix_Produit_dataset2,Description_Produit_dataset2,Source_dataset2,Site_dataset2,Categorie_dataset2,Lien_Categorie1_dataset2,Categorie 1_dataset2,Lien_Categorie2_dataset2,Categorie 2_dataset2,Lien_Categorie3_dataset2,Categorie 3_dataset2,Nom_Produit_dataset2,Lien_Produit_dataset2,Description_Produit_dataset2,Prix_Produit_dataset2,Marque_Produit_dataset2,combined_dataset2
662580028.0,B.instantane citron SANGO st30gr,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320202 - BOISSON  INSTANTANEE,11732020201 - CITRON,1173202020101 - < 50 GR,nom_produit : b.instantane citron sango st30gr description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320202 - boisson  instantanee,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,PUNCH à la pulpe orange,https://www.carrefour.tn/default/punch-orange-6191534802261.html,La bouteille de 1.5L,3 dt 100,PUNCH,nom_produit : punch à la pulpe orange description_produit : la bouteille de 1.5l marque_produit : punch categorie 1: soda categorie 2 : 
662580038.0,B.instantane orange SANGO st30gr,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320202 - BOISSON  INSTANTANEE,11732020205 - ORANGE,1173202020501 - < 50 GR,nom_produit : b.instantane orange sango st30gr description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320202 - boisson  instantanee,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,BOGA cidre light,https://www.carrefour.tn/default/boga-cidre-light-6194019605807.html,La canette de 33cl,1 dt 110,BOGA,nom_produit : boga cidre light description_produit : la canette de 330.0ml marque_produit : boga categorie 1: soda categorie 2 : 
662580048.0,B.instantane tropical SANGO st30gr,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320202 - BOISSON  INSTANTANEE,11732020206 - AUTRES,1173202020601 - < 50 GR,nom_produit : b.instantane tropical sango st30gr description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320202 - boisson  instantanee,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,FANTA pomme,https://www.carrefour.tn/default/fanta-pomme-90494499.html,La bouteille de 0.5L,1 dt 310,FANTA,nom_produit : fanta pomme description_produit : la bouteille de 0.5l marque_produit : fanta categorie 1: soda categorie 2 : 
662580058.0,B.instantane peche SANGO st30gr,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320202 - BOISSON  INSTANTANEE,11732020210 - PECHE,1173202021001 - < 50 GR,nom_produit : b.instantane peche sango st30gr description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320202 - boisson  instantanee,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,BOGA Lim,https://www.carrefour.tn/default/null-null-6194019605630.html,La bouteille de 0.5L,1 dt 160,BOGA,nom_produit : boga lim description_produit : la bouteille de 0.5l marque_produit : boga categorie 1: soda categorie 2 : 
662580078.0,B.instantane fraise SANGO st30gr,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320202 - BOISSON  INSTANTANEE,11732020209 - FRAISE,1173202020901 - < 50 GR,nom_produit : b.instantane fraise sango st30gr description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320202 - boisson  instantanee,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Soda,,,,,SCHWEPPES Tonic,https://www.carrefour.tn/default/schweppes-tonic-50112265.html,La bouteille de 0.5L,1 dt 630,SCHWEPPES,nom_produit : schweppes tonic description_produit : la bouteille de 0.5l marque_produit : schweppes categorie 1: soda categorie 2 : 
662640027.0,B.Energetique SHARK Bte 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,nom_produit : b.energetique shark bte 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,Boisson énergétique,5 dt 330,La canette de 25cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de mangue STIL,https://www.carrefour.tn/default/boisson-au-jus-de-mangue-stil-null-6194001801545.html,,5 dt 050,STIL,nom_produit : boisson au jus de mangue stil description_produit :  marque_produit : stil categorie 1: jus categorie 2 : 
662640037.0,B.Energetique LINX Bte 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,nom_produit : b.energetique linx bte 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus d'orange,https://www.carrefour.tn/default/boisson-au-jus-dorange-1l-6223001875741.html,La brique de 1L,6 dt 430,BEYTI,nom_produit : boisson au jus d'orange description_produit : la brique de 1l marque_produit : beyti categorie 1: jus categorie 2 : 
662640098.0,B.Energetique REDBULL bte 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,nom_produit : b.energetique redbull bte 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,Boisson énergétique,6 dt 400,La canette de 25cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de mangue,https://www.carrefour.tn/default/boisson-au-jus-de-mangue-1l-6223001875802.html,La brique de 1L,6 dt 430,BEYTI,nom_produit : boisson au jus de mangue description_produit : la brique de 1l marque_produit : beyti categorie 1: jus categorie 2 : 
662640118.0,B Energetique SHARK Stimulation Bte 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,nom_produit : b energetique shark stimulation bte 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,Boisson énergétique,5 dt 330,La canette de 25cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Jus d'orange sanguine,https://www.carrefour.tn/default/jus-dorange-sanguine-1l-8002580028025.html,Le paquet de 1L,9 dt 200,SANTAL,nom_produit : jus d'orange sanguine description_produit : le paquet de 1l marque_produit : santal categorie 1: jus categorie 2 : 
662640128.0,B.Energetique classic HELL  Bte 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,nom_produit : b.energetique classic hell  bte 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Jus de poire,https://www.carrefour.tn/default/jus-de-poire-1l-8002580028049.html,Le paquet de 1L,9 dt 200,SANTAL,nom_produit : jus de poire description_produit : le paquet de 1l marque_produit : santal categorie 1: jus categorie 2 : 
662640138.0,B.Energetique raisin rouge HELL  Bte 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,nom_produit : b.energetique raisin rouge hell  bte 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,Boisson énergétique,6 dt 400,La canette de 25cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de pomme,https://www.carrefour.tn/default/null-null-6223007520737.html,La brique de 1L,9 dt 280,ALMARAI,nom_produit : boisson au jus de pomme description_produit : la brique de 1l marque_produit : almarai categorie 1: jus categorie 2 : 
662640148.0,B.Energetique pomme HELL  Bte 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,nom_produit : b.energetique pomme hell  bte 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,Boisson au jus de pomme,1 dt 700,La bouteille de 250ml,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de mangue,https://www.carrefour.tn/default/null-null-6223007520720.html,La brique de 1L,9 dt 280,ALMARAI,nom_produit : boisson au jus de mangue description_produit : la brique de 1l marque_produit : almarai categorie 1: jus categorie 2 : 
662640348.0,B.Energetique POWER HORSE 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,nom_produit : b.energetique power horse 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,Boisson énergétique,5 dt 090,La canette de 25cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de pomme confort,https://www.carrefour.tn/default/null-null-6191534803329.html,La brique de 750ml,2 dt 720,DÉLICE DE FRUITS,nom_produit : boisson au jus de pomme confort description_produit : la brique de 750.0ml marque_produit : délice de fruits categorie 1: jus categorie 2 : 
662640358.0,B.Energetique SUGAR FREE POWER HORSE 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,nom_produit : b.energetique sugar free power horse 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,Boisson énergétique,5 dt 090,La canette de 25cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au Jus cocktail exotique relax,https://www.carrefour.tn/default/null-null-6191534803336.html,La brique de 750ml,2 dt 720,DÉLICE DE FRUITS,nom_produit : boisson au jus cocktail exotique relax description_produit : la brique de 750.0ml marque_produit : délice de fruits categorie 1: jus categorie 2 : 
662640368.0,B.Energetique Grenadine POWER HORSE 25CL,1173 - LIQUIDES NON ALCOOLISES,1173201 - LIMONADES SODAS EXTRAIT,117320115 - BOISSONS ENERGETIQUES,11732011599 - AUTRES,1173201159962 - BOITE METAL,nom_produit : b.energetique grenadine power horse 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173201 - limonades sodas extrait categorie 2 : 117320115 - boissons energetiques,Boisson énergétique,5 dt 090,La canette de 25cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus d'ananas,https://www.carrefour.tn/default/boisson-au-jus-dananas-null-6191402602054.html,La bouteille de 250ml,3 dt 100,LA FRUITIERE,nom_produit : boisson au jus d'ananas description_produit : la bouteille de 250.0ml marque_produit : la fruitiere categorie 1: jus categorie 2 : 
663201137.0,B.Au Jus au pulpe Coktail Fruits RANI Bte 24cl,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039962 - BOITE METAL INFERIEUR A 50CL,nom_produit : b.au jus au pulpe coktail fruits rani bte 240.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de pêche,https://www.carrefour.tn/default/boisson-au-jus-de-peche-null-6191402602047.html,La bouteille de 250ml,3 dt 100,LA FRUITIERE,nom_produit : boisson au jus de pêche description_produit : la bouteille de 250.0ml marque_produit : la fruitiere categorie 1: jus categorie 2 : 
663201458.0,Jus 100 Naturel Raisin Noir Natura Blle 75CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320201 - PUR JUS DE FRUITS,11732020199 - AUTRES,1173202019936 - AUTRES,nom_produit : jus 100 naturel raisin noir natura blle 750.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320201 - pur jus de fruits,Jus de raisin 100% naturel,8 dt 590,La bouteille de 75cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson instantanée fraise,https://www.carrefour.tn/default/boisson-instantanee-fraise-30g-6191402902062.html,Le sachet de 30g,0 dt 950,SANGO,nom_produit : boisson instantanée fraise description_produit : le sachet de 30.0g marque_produit : sango categorie 1: jus categorie 2 : 
663201638.0,B.au jus tropical LA FRUITIERE Blle 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030157 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,nom_produit : b.au jus tropical la fruitiere blle 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus d'ananas,3 dt 100,La bouteille de 250ml,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Nectar au raisin rouge de 1L,https://www.carrefour.tn/default/nectar-au-raisin-rouge-de-1l-1l-6221024992742.html,La brique de 1L,5 dt 770,VITRAC,nom_produit : nectar au raisin rouge de 1l description_produit : la brique de 1l marque_produit : vitrac categorie 1: jus categorie 2 : 
663201648.0,B.au jus Orange LA FRUITIERE Blle 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030157 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,nom_produit : b.au jus orange la fruitiere blle 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus orange,3 dt 100,La bouteille de 250ml,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Nectar de pomme de 1L,https://www.carrefour.tn/default/nectar-de-pomme-de-1l-1l-6221024240058.html,La brique de 1L,5 dt 770,VITRAC,nom_produit : nectar de pomme de 1l description_produit : la brique de 1l marque_produit : vitrac categorie 1: jus categorie 2 : 
663201657.0,B.Au Jus Ananas DELICE Pqt 1L,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030160 - BRIK,nom_produit : b.au jus ananas delice pqt 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Nectar d'orange de 1L,https://www.carrefour.tn/default/nectar-dorange-de-1l-1l-6221024240126.html,La brique de 1L,5 dt 770,VITRAC,nom_produit : nectar d'orange de 1l description_produit : la brique de 1l marque_produit : vitrac categorie 1: jus categorie 2 : 
663201658.0,B.au jus Peche LA FRUITIERE Blle 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030157 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,nom_produit : b.au jus peche la fruitiere blle 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus d'ananas,3 dt 100,La bouteille de 250ml,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Nectar à la mangue de 1L,https://www.carrefour.tn/default/nectar-a-la-mangue-de-1l-1l-6221024240102.html,La brique de 1L,5 dt 770,VITRAC,nom_produit : nectar à la mangue de 1l description_produit : la brique de 1l marque_produit : vitrac categorie 1: jus categorie 2 : 
663201667.0,B.au jus grenade LA FRUITIERE Blle 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020399 - AUTRES,1173202039956 - BOUTEILLE VERRE INFERIEUR A  50 CL,nom_produit : b.au jus grenade la fruitiere blle 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus d'ananas,3 dt 100,La bouteille de 250ml,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Nectar de goyave de 1L,https://www.carrefour.tn/default/nectar-de-goyave-de-1l-1l-6221024240119.html,La brique de 1L,5 dt 770,VITRAC,nom_produit : nectar de goyave de 1l description_produit : la brique de 1l marque_produit : vitrac categorie 1: jus categorie 2 : 
663201668.0,B.au jus menthe citron LA FRUITIERE Blle 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030157 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,nom_produit : b.au jus menthe citron la fruitiere blle 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus menthe citron,2 dt 720,La bouteille de 250ml,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Nectar d'orange et d'ananas de 1L,https://www.carrefour.tn/default/nectar-dorange-et-dananas-de-1l-1l-6221024243424.html,La brique de 1L,5 dt 770,VITRAC,nom_produit : nectar d'orange et d'ananas de 1l description_produit : la brique de 1l marque_produit : vitrac categorie 1: jus categorie 2 : 
663201678.0,Nectar pomme  La Fruitiere Blle 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030157 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,nom_produit : nectar pomme  la fruitiere blle 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus d'ananas,https://www.carrefour.tn/default/boisson-au-jus-dananas-null-6191534803411.html,La brique de 20cl,0 dt 880,DÉLICE,nom_produit : boisson au jus d'ananas description_produit : la brique de 200.0ml marque_produit : délice categorie 1: jus categorie 2 : 
663201687.0,B.AU JUS Smoothie healthy YUMY VERT 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320213 - BOISSONS AUX FRUITS PLATES,11732021399 - AUTRES,1173202139957 - BOUTEILLE VERRE SUPERIEUR A  50CL,nom_produit : b.au jus smoothie healthy yumy vert 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320213 - boissons aux fruits plates,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus Cocktail,https://www.carrefour.tn/default/----------------------------------------.html,La bouteille de 2L,5 dt 050,STIL,nom_produit : boisson au jus cocktail description_produit : la bouteille de 2l marque_produit : stil categorie 1: jus categorie 2 : 
663201688.0,B.au jus Ananans LA FRUITIERE Blle 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320203 - JUS DE FRUITS BASE CONCENTRE,11732020301 - ORANGE,1173202030157 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,nom_produit : b.au jus ananans la fruitiere blle 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320203 - jus de fruits base concentre,Boisson au jus d'ananas,3 dt 100,La bouteille de 250ml,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus d'ananas,https://www.carrefour.tn/default/boisson-au-jus-dananas-1l-6191534803404.html,La brique de 1L,3 dt 250,DÉLICE,nom_produit : boisson au jus d'ananas description_produit : la brique de 1l marque_produit : délice categorie 1: jus categorie 2 : 
663201697.0,B.AU JUS Smoothie healthy YUMY MULTI FRUITS 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320213 - BOISSONS AUX FRUITS PLATES,11732021399 - AUTRES,1173202139957 - BOUTEILLE VERRE SUPERIEUR A  50CL,nom_produit : b.au jus smoothie healthy yumy multi fruits 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320213 - boissons aux fruits plates,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus d'ananas,https://www.carrefour.tn/default/boisson-au-jus-dananas-250ml-9008700193863.html,La brique de 250ml,2 dt 300,RAUCH,nom_produit : boisson au jus d'ananas description_produit : la brique de 250.0ml marque_produit : rauch categorie 1: jus categorie 2 : 
663201707.0,B.AU JUS Smoothie healthy YUMY ROUGE 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320213 - BOISSONS AUX FRUITS PLATES,11732021399 - AUTRES,1173202139957 - BOUTEILLE VERRE SUPERIEUR A  50CL,nom_produit : b.au jus smoothie healthy yumy rouge 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320213 - boissons aux fruits plates,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus d'orange,https://www.carrefour.tn/default/boisson-au-jus-dorange-250ml-9008700193825.html,La brique de 250ml,2 dt 250,RAUCH,nom_produit : boisson au jus d'orange description_produit : la brique de 250.0ml marque_produit : rauch categorie 1: jus categorie 2 : 
663201708.0,Jus 100 Naturel Peche Natura Blle 25CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320201 - PUR JUS DE FRUITS,11732020199 - AUTRES,1173202019936 - AUTRES,nom_produit : jus 100 naturel peche natura blle 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320201 - pur jus de fruits,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de pomme,https://www.carrefour.tn/default/boisson-au-jus-de-pomme-250ml-9008700193801.html,La bouteille de 250ml,1 dt 700,RAUCH,nom_produit : boisson au jus de pomme description_produit : la bouteille de 250.0ml marque_produit : rauch categorie 1: jus categorie 2 : 
663201717.0,B.AU JUS Smoothie healthy YUMY ENERGIE 250ml,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320213 - BOISSONS AUX FRUITS PLATES,11732021399 - AUTRES,1173202139957 - BOUTEILLE VERRE SUPERIEUR A  50CL,nom_produit : b.au jus smoothie healthy yumy energie 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320213 - boissons aux fruits plates,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Jus de pomme pur 100% naturel,https://www.carrefour.tn/default/jus-de-pomme-pur-100-naturel-6194007893568.html,La brique de 1L,4 dt 150,DIVA,nom_produit : jus de pomme pur 100% naturel description_produit : la brique de 1l marque_produit : diva categorie 1: jus categorie 2 : 
663201718.0,Jus 100 Naturel Raisin Natura Blle 25CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320201 - PUR JUS DE FRUITS,11732020199 - AUTRES,1173202019936 - AUTRES,nom_produit : jus 100 naturel raisin natura blle 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320201 - pur jus de fruits,,,,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus de banane et fraise,https://www.carrefour.tn/default/boisson-au-jus-de-banane-et-fraise-24cl-6281034903930.html,La canette de 24cl,2 dt 500,RANI,nom_produit : boisson au jus de banane et fraise description_produit : la canette de 240.0ml marque_produit : rani categorie 1: jus categorie 2 : 
663201748.0,Jus 100 Naturel Raisin Rouge Natura Blle 75CL,1173 - LIQUIDES NON ALCOOLISES,1173202 - JUS DE FRUITS,117320201 - PUR JUS DE FRUITS,11732020199 - AUTRES,1173202019936 - AUTRES,nom_produit : jus 100 naturel raisin rouge natura blle 750.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173202 - jus de fruits categorie 2 : 117320201 - pur jus de fruits,Jus de raisin 100% naturel,8 dt 590,La bouteille de 75cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus d'ananas,https://www.carrefour.tn/default/boisson-au-jus-dananas-9008700193726.html,La brique de 1L,8 dt 400,RAUCH,nom_produit : boisson au jus d'ananas description_produit : la brique de 1l marque_produit : rauch categorie 1: jus categorie 2 : 
663201758.0,Sirop arom Toffee La Fruitiere Blle 700 ml,1173 - LIQUIDES NON ALCOOLISES,1173204 - SIROPS ET CONCENTRES,117320403 - SIROPS BOUTEILLE,11732040303 - GRENADINE,1173204030357 - BOUTEILLE VERRE SUPERIEUR OU = A  50CL,nom_produit : sirop arom toffee la fruitiere blle 700.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173204 - sirops et concentres categorie 2 : 117320403 - sirops bouteille,Sirop de mûres,46 dt 630,La bouteille de 70cl,Carrefour,https://www.carrefour.tn/,Boissons,https://www.carrefour.tn/default/boissons.html,Jus,,,,,Boisson au jus d'orange,https://www.carrefour.tn/default/boisson-au-jus-dorange-9008700193689.html,La brique de 1L,7 dt 500,RAUCH,nom_produit : boisson au jus d'orange description_produit : la brique de 1l marque_produit : rauch categorie 1: jus categorie 2 : 
